classname,day,time,building,room
Intro To Feminist Theory,Sa,01:00 PM-04:00 PM,CL,00G18
Air Force Leadership Studies,Tu,06:00 AM-08:50 AM,CL,00G18
Persian (Farsi) 4,TuTh,06:00 PM-07:15 PM,CL,00G18
Readings In Cntmpry Fiction,Mo,06:00 PM-08:30 PM,CL,00G18
Fiction Workshop,We,06:00 PM-08:50 PM,CL,00G18
Seminar In Composition,MoWeFr,09:00 AM-09:50 AM,CL,00G18
Intro To Creative Writing,TuTh,09:30 AM-10:45 AM,CL,00G18
"Int To Gender, Sexty, & Womns",Sa,09:30 AM-12:30 PM,CL,00G18
Seminar In Composition,MoWeFr,10:00 AM-10:50 AM,CL,00G18
Grammar And Composition,MoWeFr,11:00 AM-11:50 AM,CL,00G18
Intro Journalism & Nonfiction,Tu,11:00 AM-12:15 PM,CL,00G18
Intermediate German 2,MoWeFr,12:00 PM-12:50 PM,CL,00G18
Mod Stndrd Arabic 2/Egyptian 2,MoTuWeThFr,01:00 PM-01:50 PM,CL,00G21
"Special Topics, Foucault:Sources of Theory",Mo,02:00 pm-04:50 pm,CL,00G21
Persian (Farsi) 2,TuTh,03:00 PM-04:40 PM,CL,00G21
Greek (Modern) 2,MoWe,05:00 PM-06:40 PM,CL,00G21
Greek (Modern) 4,MoWe,06:45 PM-08:00 PM,CL,00G21
Sem In Cmpstn: Service-Learng,TuTh,09:30 AM-10:45 AM,CL,00G21
Sem In Cmpstn: Service-Learng,TuTh,09:30 AM-10:45 AM,CL,00G21
Public Speaking,Sa,09:30 AM-12:30 PM,CL,00G21
Critical Writing,Sa,09:30 AM-12:30 PM,CL,00G21
Esl Writing Advance,MoWeFr,10:00 AM-10:50 AM,CL,00G21
Mod Stndrd Arabic2/Levantine 2,Mo,11:00 AM-12:40 PM,CL,00G21
Mind And Medicine,MoWe,01:00 PM-01:50 PM,CL,00G24
Developmental Psychology,TuTh,01:00 PM-02:15 PM,CL,00G24
Indo-European Folktales,MoWe,02:00 PM-02:50 PM,CL,00G24
Psychology Of Personality,MoWe,04:30 PM-05:45 PM,CL,00G24
Political Philosophy,MoWe,11:00 AM-11:50 AM,CL,00G24
Discrete Structures For Cs,TuTh,11:00 AM-12:15 PM,CL,00G24
History Of Modern Philosophy,MoWe,12:00 PM-12:50 PM,CL,00G24
Jr/Sr Seminar For Hps Majors,Th,01:00 PM-03:25 PM,CL,00G28
Philosophy Of Quantum Mechanc,We,02:00 PM-04:25 PM,CL,00G28
Philosophy Of Quantum Mechanc,We,02:00 PM-04:25 PM,CL,00G28
Topics In Philosophy Of Biolgy,Tu,09:30 AM-11:55 AM,CL,00G28
Epistemlgy Of Expermntl Prac,We,09:30 AM-11:55 AM,CL,00G28
Epistemlgy Of Expermntl Prac,We,09:30 AM-11:55 AM,CL,00G28
Theories Of Confirmation,Th,09:30 AM-12:00 PM,CL,00G28
Public Speaking,MoWeFr,01:00 PM-01:50 PM,CL,0208A
Prof Uses Of Social Media,TuTh,01:00 PM-02:15 PM,CL,0208A
Prof Uses Of Social Media,TuTh,01:00 PM-02:15 PM,CL,0208A
Shakespeare'S Sexualities,TuTh,02:30 PM-03:45 PM,CL,0208A
Presidential Rhetoric 2,MoWe,03:00 PM-04:15 PM,CL,0208A
August Wilson,MoWe,04:30 PM-05:45 PM,CL,0208A
Planning In The Public Sector,Mo,06:00 PM-08:30 PM,CL,0208A
Forbidden Love Page & Screen,We,06:00 PM-08:30 PM,CL,0208A
Conflict And War Theory,TuTh,09:30 AM-10:45 AM,CL,0208A
Special Topics In Turkish,MoWe,11:00 AM-12:15 PM,CL,0208A
Food And History,TuTh,11:00 AM-12:15 PM,CL,0208A
Second Year Chinese 2,MoWe,02:00 PM-02:50 PM,CL,0208B
Algorithm Implementation,TuTh,02:30 PM-03:45 PM,CL,0208B
Algorithm Implementation,TuTh,02:30 PM-03:45 PM,CL,0208B
Algorithm Implementation,TuTh,02:30 PM-03:45 PM,CL,0208B
Global Environmental Politics,MoWe,03:00 PM-04:15 PM,CL,0208B
Politcl Attitde & Public Opin,TuTh,04:00 PM-05:15 PM,CL,0208B
Public Speaking,MoWe,04:30 PM-05:45 PM,CL,0208B
Seminar In Composition,Mo,06:00 PM-08:30 PM,CL,0208B
Writing For The Public,Tu,06:00 PM-08:30 PM,CL,0208B
Written Professnl Communictn,TuTh,09:30 AM-10:45 AM,CL,0208B
Public Speaking,MoWeFr,10:00 AM-10:50 AM,CL,0208B
Theories Of Justice,TuTh,11:00 AM-12:15 PM,CL,0208B
Public Speaking,MoWeFr,12:00 PM-12:50 PM,CL,0208B
Introduction To Film,Fr,01:00 PM-04:50 PM,CL,0244A
Introduction To Film,Mo,01:00 PM-04:50 PM,CL,0244A
Introduction To Film,We,01:00 PM-04:50 PM,CL,0244A
First Year Japanese 2,TuTh,02:00 PM-02:50 PM,CL,0244A
Introduction To Film,Th,06:00 PM-09:50 PM,CL,0244A
Introduction To Film,MoWe,09:00 AM-10:50 AM,CL,0244A
Introduction To Film,TuTh,09:00 AM-10:50 AM,CL,0244A
Introduction To Film,Fr,09:00 AM-12:50 PM,CL,0244A
Introduction To Film,MoWe,11:00 AM-12:50 PM,CL,0244A
Introduction To Film,TuTh,11:00 AM-12:50 PM,CL,0244A
Issues In Foreign Language E,Mo,01:00 PM-03:40 PM,CL,0244B
Film Theory,Th,01:00 PM-04:50 PM,CL,0244B
Introduction To Visual Culture,Tu,01:00 PM-04:50 PM,CL,0244B
Children And Media,We,01:00 PM-04:50 PM,CL,0244B
College Algebra Part 2,Tu,06:00 PM-08:30 PM,CL,0244B
Introduction To Film Genres,Mo,06:00 PM-09:50 PM,CL,0244B
Stdnt Tch Sem-Social Studies,We,07:15 PM-08:15 PM,CL,0244B
Film Comedy,Th,09:00 AM-12:50 PM,CL,0244B
College Algebra Part 2,Sa,09:30 AM-11:55 AM,CL,0244B
Esl Speaking And Listening,MoWeFr,01:00 PM-01:50 PM,CL,0G16A
Irish (Gaeilge) 4,TuTh,01:00 PM-02:15 PM,CL,0G16A
Syntactic Theory,TuTh,02:30 PM-03:45 PM,CL,0G16A
Grammar And Composition,MoWeFr,03:00 PM-03:50 PM,CL,0G16A
Turkish 4,TuTh,04:00 PM-05:15 PM,CL,0G16A
Swahili 2,MoWe,04:00 PM-05:40 PM,CL,0G16A
Swahili 2,MoWe,04:00 PM-05:40 PM,CL,0G16A
Mod Stndrd Arabic 2/Egyptian 2,MoWe,06:00 PM-08:05 PM,CL,0G16A
Senior Seminar In Fiction,Tu,06:00 PM-08:30 PM,CL,0G16A
Swedish 4,TuTh,09:30 AM-10:45 AM,CL,0G16A
Mod Stndrd Arabic 4/Egyptian 4,TuTh,11:00 AM-12:40 PM,CL,0G16A
Workshop In Composition,TuTh,01:00 PM-02:15 PM,CL,0G16B
Swahili 4,MoWe,06:00 PM-07:15 PM,CL,0G16B
Swahili 4,MoWe,06:00 PM-07:15 PM,CL,0G16B
Italian Conversation & Culture,TuTh,06:00 PM-07:45 PM,CL,0G16B
Senior Seminar In Fiction,Tu,06:00 PM-08:30 PM,CL,0G16B
Fourth-Year Russian 2,MoWeFr,11:00 AM-11:50 AM,CL,0G16B
Grammar And Composition,MoWeFr,01:00 PM-01:50 PM,CL,0G19A
Words And Images,TuTh,01:00 PM-02:15 PM,CL,0G19A
Psychlgcl Aspct Humn Sexuality,Sa,01:00 PM-03:55 PM,CL,0G19A
Grammar And Composition,MoWeFr,02:00 PM-02:50 PM,CL,0G19A
Introduction To Poetry Writing,TuTh,02:30 PM-03:45 PM,CL,0G19A
Intermediate Fiction,MoWe,03:00 PM-04:15 PM,CL,0G19A
Public Speaking,MoWe,04:30 PM-05:45 PM,CL,0G19A
Rdng/Writ Methods 2: Grade 2-4,Tu,04:30 PM-07:10 PM,CL,0G19A
Elementary Spanish 2,MoWe,06:00 PM-08:30 PM,CL,0G19A
Seminar In Composition,Th,06:00 PM-08:30 PM,CL,0G19A
Intermediate Spanish 3,MoWeFr,09:00 AM-09:50 AM,CL,0G19A
Choosing Your Path: Internship,Sa,09:00 AM-10:55 AM,CL,0G19A
Words And Images,TuTh,09:30 AM-10:45 AM,CL,0G19A
Intermediate Spanish 3,MoWeFr,10:00 AM-10:50 AM,CL,0G19A
Seminar In Composition,MoWeFr,11:00 AM-11:50 AM,CL,0G19A
Special Topics In Linguistics,TuTh,11:00 AM-12:15 PM,CL,0G19A
Intermediate Spanish 3,MoWeFr,12:00 PM-12:50 PM,CL,0G19A
Intermediate Portuguese 3,MoWeFr,01:00 PM-01:50 PM,CL,0G19B
Third Year Korean 2,TuTh,01:00 PM-01:50 PM,CL,0G19B
Clin Socl Wrk Afrcn Amrcn Fmly,Th,02:00 PM-04:50 PM,CL,0G19B
Field Methods In Linguistics,TuTh,05:30 PM-06:45 PM,CL,0G19B
Field Methods In Linguistics,TuTh,05:30 PM-06:45 PM,CL,0G19B
Esl: Workshop In Composition,TuTh,09:30 AM-10:45 AM,CL,0G19B
Workshop In Composition,MoWeFr,10:00 AM-10:50 AM,CL,0G19B
Fourth Year Chinese 2,MoWeFr,11:00 AM-11:50 AM,CL,0G19B
Swedish 2,TuTh,11:00 AM-12:40 PM,CL,0G19B
Intrnship: Publc/Profssnl Wri,We,12:00 PM-12:50 PM,CL,0G19B
Internship: Writing,We,12:00 PM-12:50 PM,CL,0G19B
Internship: Writing,We,12:00 PM-12:50 PM,CL,0G19B
Acting 1,MoWeFr,01:00 PM-02:50 PM,CL,0STUD
Musical Theatre Performance,TuTh,01:00 PM-02:50 PM,CL,0STUD
Theories Of Acting & Directing,TuTh,08:30 AM-10:50 AM,CL,0STUD
Special Topics: Performance,TuTh,11:00 AM-12:50 PM,CL,0STUD
"Magic, Medicine And Science",Th,06:00 PM-08:30 PM,CL,208A
Philosophy of Min,MoWe,03:00 PM-04:15 PM,CL,G-13
Holocaust History & Memory,TuTh,02:30 PM-03:45 PM,CL,G13
Holocaust History & Memory,TuTh,02:30 PM-03:45 PM,CL,G13
Holocaust History & Memory,TuTh,02:30 PM-03:45 PM,CL,G13
Hist Of Modern Southeast Asia,MoWe,03:00 PM-04:15 PM,CL,G13
Swahili 2,MoWe,02:00 PM-03:40 PM,CL,G19B
American Presidency,We,06:00 PM-08:30 PM,CL,G8
American Presidency,Sa,09:30 AM-12:30 PM,CL,G8
Intro To Microbiology Lab,MoWe,01:30 PM-03:20 PM,CLAPP,000G5
Intro To Microbiology Lab,TuTh,01:30 PM-03:20 PM,CLAPP,000G5
Intro To Microbiology Lab,MoWe,04:00 PM-05:50 PM,CLAPP,000G5
Virology Laboratory,TuTh,04:00 PM-05:50 PM,CLAPP,000G5
Genomics Laboratory,MoWe,08:30 AM-10:20 AM,CLAPP,000G5
Intro To Microbiology Lab,TuTh,08:30 AM-10:20 AM,CLAPP,000G5
Criminalistics Lab,Fr,11:00 AM-11:50 AM,CLAPP,000G5
Intro To Microbiology Lab,TuTh,11:00 AM-12:50 PM,CLAPP,000G5
Foundations Of Biology 1,MoWeFr,01:00 PM-01:50 PM,CLAPP,000L9
Synaptic Transmission,TuTh,01:00 PM-02:15 PM,CLAPP,000L9
Synaptic Transmission,TuTh,01:00 PM-02:15 PM,CLAPP,000L9
Developmental Psychology,TuTh,02:30 PM-03:45 PM,CLAPP,000L9
Human Physiology,MoWe,03:00 PM-04:15 PM,CLAPP,000L9
Human Physiology,MoWe,03:00 PM-04:15 PM,CLAPP,000L9
Foundations Of Biology 2,TuTh,04:00 PM-05:15 PM,CLAPP,000L9
Foundations Of Biology 2,MoWe,06:00 PM-07:15 PM,CLAPP,000L9
Foundations Of Biology 2,TuTh,09:30 AM-10:45 AM,CLAPP,000L9
Drugs And Behavior,MoWeFr,10:00 AM-10:50 AM,CLAPP,000L9
Foundations Of Biology 1,MoWeFr,11:00 AM-11:50 AM,CLAPP,000L9
Foundations Of Biology 2,MoWeFr,12:00 PM-12:50 PM,CLAPP,000L9
Foundations Of Biology Lab 1,Mo,03:30 PM-06:20 PM,CLAPP,00G13
Foundations Of Biology Lab 2,Th,03:30 PM-06:20 PM,CLAPP,00G13
Foundations Of Biology Lab 1,Tu,03:30 PM-06:20 PM,CLAPP,00G13
Foundations Of Biology Lab 2,We,03:30 PM-06:20 PM,CLAPP,00G13
Foundations Of Biology Lab 1,Mo,07:30 PM-10:20 PM,CLAPP,00G13
Foundations Of Biology Lab 2,We,07:30 PM-10:20 PM,CLAPP,00G13
Foundations Of Biology Lab 2,Th,08:30 AM-11:20 AM,CLAPP,00G13
Foundations Of Biology Lab 1,Tu,08:30 AM-11:20 AM,CLAPP,00G13
Foundations Of Biology Lab 1,Mo,12:00 PM-02:50 PM,CLAPP,00G13
Foundations Of Biology Lab 2,Th,12:00 PM-02:50 PM,CLAPP,00G13
Foundations Of Biology Lab 1,Tu,12:00 PM-02:50 PM,CLAPP,00G13
Foundations Of Biology Lab 1,Mo,03:30 PM-06:20 PM,CLAPP,00G15
Foundations Of Biology Lab 1,Th,03:30 PM-06:20 PM,CLAPP,00G15
Foundations Of Biology Lab 1,Tu,03:30 PM-06:20 PM,CLAPP,00G15
Foundations Of Biology Lab 1,We,03:30 PM-06:20 PM,CLAPP,00G15
Foundations Of Biology Lab 1,Th,07:00 PM-09:50 PM,CLAPP,00G15
Foundations Of Biology Lab 1,Tu,07:00 PM-09:50 PM,CLAPP,00G15
Foundations Of Biology Lab 1,Mo,07:30 PM-10:20 PM,CLAPP,00G15
Foundations Of Biology Lab 1,We,07:30 PM-10:20 PM,CLAPP,00G15
Foundations Of Biology Lab 1,Fr,08:30 AM-11:20 AM,CLAPP,00G15
Foundations Of Biology Lab 1,Mo,08:30 AM-11:20 AM,CLAPP,00G15
Foundations Of Biology Lab 1,Th,08:30 AM-11:20 AM,CLAPP,00G15
Foundations Of Biology Lab 1,Tu,08:30 AM-11:20 AM,CLAPP,00G15
Foundations Of Biology Lab 1,We,08:30 AM-11:20 AM,CLAPP,00G15
Foundations Of Biology Lab 1,Mo,12:00 PM-02:50 PM,CLAPP,00G15
Foundations Of Biology Lab 1,Th,12:00 PM-02:50 PM,CLAPP,00G15
Foundations Of Biology Lab 1,Tu,12:00 PM-02:50 PM,CLAPP,00G15
Foundations Of Biology Lab 1,We,12:00 PM-02:50 PM,CLAPP,00G15
Foundations Of Biology Lab 1,Mo,03:30 PM-06:20 PM,CLAPP,00G16
Foundations Of Biology Lab 1,Th,03:30 PM-06:20 PM,CLAPP,00G16
Foundations Of Biology Lab 1,Tu,03:30 PM-06:20 PM,CLAPP,00G16
Foundations Of Biology Lab 1,We,03:30 PM-06:20 PM,CLAPP,00G16
Foundations Of Biology Lab 1,Th,07:00 PM-09:50 PM,CLAPP,00G16
Foundations Of Biology Lab 1,Tu,07:00 PM-09:50 PM,CLAPP,00G16
Foundations Of Biology Lab 1,Mo,07:30 PM-10:20 PM,CLAPP,00G16
Foundations Of Biology Lab 1,We,07:30 PM-10:20 PM,CLAPP,00G16
Foundations Of Biology Lab 1,Fr,08:30 AM-11:20 AM,CLAPP,00G16
Foundations Of Biology Lab 1,Mo,08:30 AM-11:20 AM,CLAPP,00G16
Foundations Of Biology Lab 1,Th,08:30 AM-11:20 AM,CLAPP,00G16
Foundations Of Biology Lab 1,Tu,08:30 AM-11:20 AM,CLAPP,00G16
Foundations Of Biology Lab 1,We,08:30 AM-11:20 AM,CLAPP,00G16
Foundations Of Biology Lab 1,Mo,12:00 PM-02:50 PM,CLAPP,00G16
Foundations Of Biology Lab 1,Th,12:00 PM-02:50 PM,CLAPP,00G16
Foundations Of Biology Lab 1,Tu,12:00 PM-02:50 PM,CLAPP,00G16
Foundations Of Biology Lab 1,We,12:00 PM-02:50 PM,CLAPP,00G16
Fds Biology Phages Lab 1,Fr,09:00 AM-09:50 AM,CLAPP,L9
Psychtrc Disorders & Brn Funcn,TuTh,01:00 PM-02:15 PM,CRAWF,169
Drugs And Behavior,MoWeFr,02:00 PM-02:50 PM,CRAWF,169
Research Topics Neuroscience,We,03:00 PM-03:50 PM,CRAWF,169
Departmental Seminar,Mo,04:00 PM-05:20 PM,CRAWF,169
Neuroscience Seminar Series,Tu,04:00 PM-05:30 PM,CRAWF,169
Developmental Biology,MoWeFr,10:00 AM-10:50 AM,CRAWF,169
Physiology Laboratory,Tu,01:00 PM-04:50 PM,CRAWF,170
Physiology Laboratory,Th,01:30 PM-05:20 PM,CRAWF,170
Physiology Laboratory,We,01:30 PM-05:20 PM,CRAWF,170
Physiology Laboratory,Fr,09:00 AM-12:50 PM,CRAWF,170
Physiology Laboratory,Th,09:00 AM-12:50 PM,CRAWF,170
Physiology Laboratory,We,09:00 AM-12:50 PM,CRAWF,170
Com In The Biological Sciences,Fr,01:00 PM-02:50 PM,CRAWF,241
Speaking Of Science,TuTh,02:30 PM-03:45 PM,CRAWF,241
Seminar Journal Club,Mo,03:00 PM-04:00 PM,CRAWF,241
Honors Research Writing Pracm,Mo,05:00 PM-06:50 PM,CRAWF,241
Leadership Seminar,Th,06:00 PM-08:30 PM,CRAWF,241
Community Organizing,Tu,06:00 PM-08:50 PM,CRAWF,241
Com In The Biological Sciences,Th,09:00 AM-10:50 AM,CRAWF,241
Uhc Intro To Neuroscience,TuThFr,11:00 AM-12:15 PM,CRAWF,241
Functional Org/Human Nervous System,MoWe,11:00 AM-12:50 PM,CRAWF,241
Com In The Biological Sciences,We,11:00 AM-12:50 PM,CRAWF,241
Ecology And Evolution Seminar,Mo,10:00 AM-11:50 AM,CRAWF,343
Biological Sciences Seminar,Tu,10:00 AM-11:50 AM,CRAWF,343
Organic Laboratory,Mo,02:00 PM-02:50 PM,EBERL,206
Organic Laboratory,We,03:00 PM-03:50 PM,EBERL,206
Organic Laboratory,Fr,04:00 PM-04:50 PM,EBERL,206
Ceramic Materials,Th,04:00 PM-06:25 PM,EBERL,206
Mse Ceramic Materials,Th,04:00 PM-06:25 PM,EBERL,206
First Experiences In Research,Tu,05:00 PM-05:50 PM,EBERL,206
Organic Laboratory,We,09:00 AM-09:50 AM,EBERL,206
Organic Laboratory,Mo,10:00 AM-10:50 AM,EBERL,206
Organic Laboratory,Th,10:00 AM-10:50 AM,EBERL,206
Semnr In Compositn: Education,TuTh,01:00 PM-02:15 PM,EBERL,228
Freshman Engineering Seminar 2,We,02:00 PM-02:50 PM,EBERL,228
Adv Organic Chemistry 2,MoWe,05:30 PM-06:45 PM,EBERL,228
Instrumental Analysis,TuTh,06:00 PM-07:15 PM,EBERL,228
Techniques Of Organic Research,MoWe,09:00 AM-09:50 AM,EBERL,228
Techniques Of Organic Research,MoWe,09:00 AM-09:50 AM,EBERL,228
Intermediate Mathematical Sta,TuTh,09:30 AM-10:45 AM,EBERL,228
Thermodynamcs & Statcl Mechnc,TuTh,11:00 AM-12:15 PM,EBERL,228
Biological Chemistry 2,MoWe,12:00 PM-01:15 PM,EBERL,228
Approaches To Art History,TuTh,01:00 PM-02:15 PM,FKART,104
Special Topics: Architecture,Th,02:30 PM-05:20 PM,FKART,104
Introduction To World Ar,MoWe,01:00 PM-01:50 PM,FKART,125
Political Theory,MoWe,02:00 PM-02:50 PM,FKART,125
Death In The Ancient Worl,TuTh,02:30 PM-03:45 PM,FKART,125
Modern Architecture,MoWe,03:00 PM-04:15 PM,FKART,125
Introduction To Human Evolutn,TuTh,10:00 AM-10:50 AM,FKART,125
Intro To Cultural Anthropology,MoWe,11:00 AM-11:50 AM,FKART,125
Intro To Contemporary Ar,TuTh,11:00 AM-11:50 AM,FKART,125
Intro To Cultural Anthropology,TuTh,12:00 PM-12:50 PM,FKART,125
Environmental Economics,TuTh,01:00 PM-02:15 PM,FKART,202
Introduction To World Ar,TuTh,01:00 PM-02:15 PM,FKART,202
Introduction To Asian Ar,Sa,01:00 PM-03:55 PM,FKART,202
Spec Topics-Archtctrl Studies,Tu,02:30 PM-04:55 PM,FKART,202
Special Topics: Theatre and the Black Lives Matter Movemen,Fr,03:00 PM-05:00 PM,FKART,202
Baroque Ar,MoWe,04:30 PM-05:45 PM,FKART,202
Ethics In Nursing & Health Cre,TuTh,05:30 PM-06:45 PM,FKART,202
Learning And Motivation,Mo,06:00 PM-08:30 PM,FKART,202
World History,We,06:00 PM-08:30 PM,FKART,202
Art Of Japan,TuTh,09:30 AM-10:45 AM,FKART,202
Digital Humanity,MoWe,11:00 AM-11:50 AM,FKART,202
Japan: Buddhist Art & Ritual,TuTh,11:00 AM-12:15 PM,FKART,202
Japan: Buddhist Art & Ritual,TuTh,11:00 AM-12:15 PM,FKART,202
Art Of China,TuTh,01:00 PM-02:15 PM,FKART,203
Art & Politics In Mod Lat Am,TuTh,02:30 PM-03:45 PM,FKART,203
Introduction To Asian Ar,MoWe,03:00 PM-04:15 PM,FKART,203
Special Topics-Modern,TuTh,04:00 PM-05:15 PM,FKART,203
Special Topics: Modern-Lecture,TuTh,04:00 PM-05:15 PM,FKART,203
Documentation And Consr Studio,TuTh,06:00 PM-08:30 PM,FKART,203
Documentary Film,Mo,06:00 PM-09:20 PM,FKART,203
Personal Financial Planning,We,06:30 PM-07:45 PM,FKART,203
Art Since 1945,TuTh,09:30 AM-10:45 AM,FKART,203
Art Since 1945,TuTh,09:30 AM-10:45 AM,FKART,203
Medieval Architecture,TuTh,11:00 AM-12:15 PM,FKART,203
Pittsburgh Architec/Urbanism,Mo,12:00 PM-02:25 PM,FKART,203
Pittsburgh Architec/Urbanism,Mo,12:00 PM-02:25 PM,FKART,203
Intro To Historic Preservation,We,12:00 PM-02:25 PM,FKART,203
Approaches To Built Envirnmn,TuTh,01:00 PM-02:15 PM,FKART,204
Hist And Ethics Of Collecting,TuTh,02:30 PM-03:45 PM,FKART,204
Hist And Ethics Of Collecting,TuTh,02:30 PM-03:45 PM,FKART,204
Special Topics: Museum Studies,MoWe,03:00 PM-04:15 PM,FKART,204
Foundations Of Art History,TuTh,04:00 PM-05:15 PM,FKART,204
Roman Architecture,MoWe,04:30 PM-05:45 PM,FKART,204
Roman Architecture,MoWe,04:30 PM-05:45 PM,FKART,204
Law And Politics,Mo,06:00 PM-08:30 PM,FKART,204
Introduction To Criminal Law,Th,06:00 PM-08:30 PM,FKART,204
Ancient Empires,Tu,06:00 PM-08:30 PM,FKART,204
Ancient Empires,Tu,06:00 PM-08:30 PM,FKART,204
Law And Social Change,We,06:00 PM-08:30 PM,FKART,204
"Arch: Image, Text, Theory",TuTh,09:30 AM-10:45 AM,FKART,204
Photography And Ar,TuTh,11:00 AM-12:15 PM,FKART,204
Sculpture Studio 1,MoWe,01:00 PM-02:40 PM,FKART,000B6
Sculpture Studio 1,TuTh,01:00 PM-02:40 PM,FKART,000B6
Sculpture Studio 2,Fr,08:30 AM-11:50 AM,FKART,000B6
Sculpture Studio 1,MoWe,10:00 AM-11:40 AM,FKART,000B6
Sculpture Studio 1,TuTh,10:00 AM-11:40 AM,FKART,000B6
Drawing Studio 2,MoWe,01:00 PM-02:40 PM,FKART,00B15
Drawing Studio 1,TuTh,01:00 PM-02:40 PM,FKART,00B15
Drawing Studio 1,TuTh,03:00 PM-04:40 PM,FKART,00B15
Drawing Studio 1,MoWe,10:00 AM-11:40 AM,FKART,00B15
Drawing Studio 1,TuTh,10:00 AM-11:40 AM,FKART,00B15
Painting Studio 1,TuTh,01:00 PM-02:40 PM,FKART,00B34
Painting Studio 2,TuTh,03:00 PM-04:40 PM,FKART,00B34
Painting Studio 1,MoWe,10:00 AM-11:40 AM,FKART,00B34
Painting Studio: Projects,TuTh,10:00 AM-11:40 AM,FKART,00B34
Print Studio: Intaglio,TuTh,01:00 PM-02:40 PM,FKART,00B40
Drawing Studio: Perspective,MoWe,01:00 PM-02:40 PM,FKART,00B42
Visual Thinking,TuTh,03:00 PM-04:40 PM,FKART,00B42
Visual Thinking,TuTh,06:00 PM-07:40 PM,FKART,00B42
Prep & Pract In The Visl Arts,We,08:30 AM-11:50 AM,FKART,00B42
Visual Thinking,TuTh,10:00 AM-11:40 AM,FKART,00B42
Digital Studio: Photography,TuTh,01:00 PM-02:40 PM,FKART,00B43
Digital Studio: Imaging,MoWe,03:00 PM-04:40 PM,FKART,00B43
Digital Studio: Video,Th,06:00 PM-09:20 PM,FKART,00B43
General Chem For Engineers 2,MoWe,10:00 AM-10:50 AM,GSCC,138
Experimental Genetic Engr Lab,TuTh,09:00 AM-10:50 AM,LANGY,0A146
Biochemistry Laboratory,TuTh,12:00 PM-04:50 PM,LANGY,0A146
Developmntal Biolgy Laboratory,Mo,01:00 PM-04:50 PM,LANGY,0A148
Developmntal Biolgy Laboratory,We,01:00 PM-04:50 PM,LANGY,0A148
Foundtns Of Biol Res Lab 2,Th,08:30 AM-11:20 AM,LANGY,0A148
Foundtns Of Biol Res Lab 2,Tu,08:30 AM-11:20 AM,LANGY,0A148
Genetics Laboratory,Mo,08:30 AM-12:20 PM,LANGY,0A148
Foundtns Of Biol Res Lab 2,Fr,09:00 AM-11:50 AM,LANGY,0A148
Foundtns Of Biol Res Lab 2,We,09:00 AM-11:50 AM,LANGY,0A148
Cell & Develm Biology Seminar,Th,01:00 PM-02:50 PM,LANGY,0A202
Com In The Biological Sciences,We,01:00 PM-02:50 PM,LANGY,0A202
Microbiology Seminar,Tu,02:00 PM-03:50 PM,LANGY,0A202
Neuroscience Proseminar,WeFr,03:00 PM-03:50 PM,LANGY,0A202
Cell Signaling,Th,03:00 PM-04:50 PM,LANGY,0A202
Bio Basis Learning Memory-Uhc,We,04:00 PM-04:50 PM,LANGY,0A202
Translating Science,Tu,04:00 PM-06:30 PM,LANGY,0A202
Translating Science,Tu,04:00 PM-06:30 PM,LANGY,0A202
Fincl Mgt Humn Servc Institns,Mo,06:00 PM-08:50 PM,LANGY,0A202
Organizations & Public Policy,Th,06:00 PM-08:50 PM,LANGY,0A202
Models Of Intervention,Mo,08:00 AM-10:50 AM,LANGY,0A202
Com In The Biological Sciences,Tu,09:00 AM-10:50 AM,LANGY,0A202
Biochemistry Seminar,Fr,10:00 AM-11:50 AM,LANGY,0A202
Special Topics In Biologcl Sci,Th,11:00 AM-12:50 PM,LANGY,0A202
Science Communication: Papers,Tu,12:00 PM-01:50 PM,LANGY,0A202
Biophysical Chemistry,MoWeFr,01:00 PM-01:50 PM,LANGY,0A214
Research Communication,Fr,02:00 PM-03:15 PM,LANGY,0A214
Com In The Biological Sciences,Mo,02:00 PM-03:50 PM,LANGY,0A214
Assmnt Instruc - High Incdnc,Th,04:30 PM-07:10 PM,LANGY,0A214
Grant And Proposal Writing,Tu,06:00 PM-08:30 PM,LANGY,0A214
Com In The Biological Sciences,Fr,09:00 AM-10:50 AM,LANGY,0A214
Sci Com: Sem & Poster Prsntns,Mo,09:00 AM-10:50 AM,LANGY,0A214
Uhc Foundations Of Biology 2,TuTh,09:30 AM-10:45 AM,LANGY,0A214
Microbial Genetic Engineering,MoWeFr,11:00 AM-11:50 AM,LANGY,0A214
Com In The Biological Sciences,Th,12:30 PM-02:20 PM,LANGY,0A214
Fds Of Biolgy Sea-Phages Lab 2,Mo,02:00 PM-02:50 PM,LANGY,0A221
World Politics,TuTh,03:00 PM-03:50 PM,LANGY,0A221
Genes And Diseases,MoWe,03:00 PM-04:15 PM,LANGY,0A221
Bio Bases Of Learning & Memory,TuTh,05:00 PM-06:15 PM,LANGY,0A221
Signlng Pthws In Synap Plstcty,TuTh,08:00 AM-09:15 AM,LANGY,0A221
Brain And Behavior,MoWeFr,10:00 AM-10:55 AM,LANGY,0A221
Applied Regression,TuTh,11:00 AM-12:15 PM,LANGY,0A221
Appld Regressn Writ Componen,TuTh,11:00 AM-12:15 PM,LANGY,0A221
Applied Regression,TuTh,11:00 AM-12:15 PM,LANGY,0A221
Human Endocrinology,MoWeFr,12:00 PM-12:50 PM,LANGY,0A221
